# Pathway	H23_Abundance
UNMAPPED	2548894.9780414756
UNINTEGRATED	1457397.8309109565
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	199484.0795644657
UNINTEGRATED|g__Haemophilus.s__Haemophilus_pittmaniae	1198.1012748451
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	2563.0907794314
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	5366.5438185338
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	183957.8950010635
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	36765.6159557131
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	1548.5767598773
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	2324.6058392900
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	3016.5603023581
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	5863.6558727958
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	1969.8442222862
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	1940.9955775879
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	10882.7938855710
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	3337.1895941223
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	942.4365144330
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	7270.4270770319
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	3048.7395210832
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	795.0041956709
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	165909.1335284877
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	24788.9405344321
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	2195.5671557785
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	3039.5958545900
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	1318.6411333686
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	376851.4969486936
UNINTEGRATED|unclassified	513071.7446349915
