# Pathway	H17_Abundance
UNMAPPED	12686962.4471634403
UNINTEGRATED	5369611.7919086413
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_sp_JC304	40559.9715678854
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	594219.7082268387
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	116597.8329597034
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	59920.6457743383
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	100950.0089930160
UNINTEGRATED|g__Haemophilus.s__Haemophilus_pittmaniae	1901.2215162197
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	7840.8893738854
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	25707.6485039835
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	70143.1278527286
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	21282.0939464900
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	1728.3749827759
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	660492.4600209888
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	10836.5201440871
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	26314.1440790813
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	32767.7649560019
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	20364.4083192103
UNINTEGRATED|unclassified	2368253.5891507883
UNINTEGRATED|g__Veillonella.s__Veillonella_atypica	47099.5974048735
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	71404.8885498817
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	6034.6879532954
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	63633.6602992796
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	1114.1516057556
UNINTEGRATED|g__Methanosphaera.s__Methanosphaera_stadtmanae	531.6003633845
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	38001.4798650857
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	4483.2652357160
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	17460.5752426195
UNINTEGRATED|g__Butyrivibrio.s__Butyrivibrio_crossotus	31277.1728340877
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	1899.2512877409
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	70926.2128601358
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	146755.9031962755
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	751.7546344990
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	21465.0288567368
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ventriosum	29398.0592254269
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	23510.2108083336
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	16245.3038056732
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	801063.6233848067
UNINTEGRATED|g__Veillonella.s__Veillonella_dispar	2351.7773779930
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	4336.4124137079
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	3584.9571060378
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	8642.6717246455
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	23196.2746557549
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	45465.2007086839
