# Pathway	H20_Abundance
UNMAPPED	4718672.3174385866
UNINTEGRATED	1073180.2350776060
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	15258.3545757864
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	11154.4657377074
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	31232.5124537044
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	1867.3518091941
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	75952.3599881118
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	7879.4087740679
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	1095.4730319883
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	1793.2604746059
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	4102.1793732064
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	5700.7269830415
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	7437.6181492115
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	10550.1143305087
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	4188.9028964578
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	16859.5635815798
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	1333.6157642518
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	3547.0570104394
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	6872.7369711947
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	21897.1647329939
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	74610.3317640052
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	244.0994073733
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	22400.3920598825
UNINTEGRATED|g__Mitsuokella.s__Mitsuokella_multacida	1086.4284010129
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	47314.2671688436
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	523.7510202663
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	83949.2863073645
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_flavefaciens	0.0000000000
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	17753.8815337526
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	6146.4150950595
UNINTEGRATED|g__Streptococcus.s__Streptococcus_gordonii	249.1783170169
UNINTEGRATED|unclassified	469819.2713586488
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	5914.3722057663
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	12429.6846085454
PWY-7219: adenosine ribonucleotides de novo biosynthesis	2262.2343110589
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	1528.7797618303
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	219.6781856012
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	193.7189923300
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	87.0364273501
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	70.4351458075
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_champanellensis	49.6092378240
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Treponema.s__Treponema_succinifaciens	40.0183545088
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	26.6670443676
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	25.8730299802
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	21.5711932937
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	10.5312336989
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai	8.1320863539
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	4.2829384642
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	3.2412447941
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	2.7087365938
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	2.4792594570
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	2.2879210225
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	2.2408436997
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	1.9783280163
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	1.4839119089
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_parvula	1.3471525165
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	1.3201031827
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_gordonii	1.0282669328
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	0.9309596427
TRNA-CHARGING-PWY: tRNA charging	1794.8801746833
TRNA-CHARGING-PWY: tRNA charging|unclassified	1279.2472659324
PWY-7221: guanosine ribonucleotides de novo biosynthesis	1715.7882557402
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	1188.7631130831
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	150.8132167201
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	142.4411612928
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	65.3992298527
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	35.2056100851
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_champanellensis	28.2926799397
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Treponema.s__Treponema_succinifaciens	20.3654608941
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	20.0259867411
