# Pathway	H18_Abundance
UNMAPPED	4178531.9153603092
UNINTEGRATED	2565088.3585876366
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	103297.8146877920
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	12550.8213600682
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	38584.8429023806
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	37244.2252772566
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	1421424.4123110948
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	5194.6541452650
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	13871.7676017725
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	123098.8827827896
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	4662.4120164676
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	8867.5251428345
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	234.3964522558
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	14595.0995578558
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	14065.4328092866
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	6631.2662838318
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	6475.6177482069
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	48834.5779515346
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	7136.5836519694
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	14293.2780162727
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	12904.3691187827
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	868.6541389859
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	10192.9626914338
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	1403.0053127277
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	15572.1152126701
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	57894.4721135764
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	6530.7334310183
UNINTEGRATED|g__Streptococcus.s__Streptococcus_infantarius	1218.3223532186
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	40762.4220928334
UNINTEGRATED|g__Veillonella.s__Veillonella_dispar	638.8976140628
UNINTEGRATED|unclassified	898324.0205156202
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	1069.4764974946
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	11044.9643014266
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	29480.0235965033
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	28941.4287796698
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	34522.7344724603
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	7158.6060099318
PWY-7219: adenosine ribonucleotides de novo biosynthesis	6098.7625203216
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	2949.5769400508
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	1795.9968843664
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	371.5770449436
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	193.0179320823
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	133.0951292554
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	122.5935862593
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	112.5944465804
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA	65.4790705709
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	42.6427592427
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	36.7601993992
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	34.1917305207
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	33.7308472861
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	33.5520010277
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	24.9639784711
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai	17.6397173369
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	12.4674657339
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	11.9351447570
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	10.9364362530
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	10.3179769908
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_lactaris	9.9062385846
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes	8.9830542267
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	8.5253429187
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	7.6553012497
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	7.1882272363
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	6.7268961234
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	6.7012827038
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	6.3618447820
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	3.3209554523
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	2.6896251934
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Veillonella.s__Veillonella_dispar	2.3767175591
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2.2589541243
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	1.3271878314
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	1.3212965748
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	5230.1399513432
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Prevotella.s__Prevotella_copri	2518.7455646719
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	1820.5110292154
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	149.5417512800
