# Pathway	H2_Abundance
UNMAPPED	1924585.3318581781
UNINTEGRATED	1049532.2420884855
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	47090.7526779720
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	8479.3844740721
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	137674.7468527207
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	2462.2399663304
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	241398.0048931147
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	1049.7990055909
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	14458.3604031681
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	7358.1430211455
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	1806.5748591390
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	7948.6314661211
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	4104.3449604324
UNINTEGRATED|g__Helicobacter.s__Helicobacter_pylori	7312.8508096436
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	4106.4569743396
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	819.7966553371
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	5556.6906908665
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	1633.4113731819
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	55786.0483470983
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	35481.4208298616
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	3856.0950394020
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	6796.1704972188
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	87881.3500459531
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	1867.9162936291
UNINTEGRATED|unclassified	261330.5381172540
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	2858.8061768016
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	8099.8049177024
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	17556.3963322844
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	6212.7695383561
PWY-7219: adenosine ribonucleotides de novo biosynthesis	2023.1922537836
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	785.0341094829
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	432.8253718609
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	242.2730704724
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	128.3794551294
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	95.6523560084
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	87.1461108808
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	45.9616603208
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	42.1781656427
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	26.5373452059
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes	14.4200507861
