# Pathway	H14_Abundance
UNMAPPED	12301265.7219633888
UNINTEGRATED	5265975.3678979939
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	396136.5247691583
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	26127.1400518803
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	156108.2321818086
UNINTEGRATED|g__Haemophilus.s__Haemophilus_pittmaniae	2433.4915908709
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	6310.8560750234
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	26655.9646260171
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	1533.1687673565
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1243722.4244579298
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	456.4792857642
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	70257.3569481946
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	15654.0177078012
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	5736.7244811659
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	49506.1962914253
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	16301.8924696408
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	115954.8437363438
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	1702.0568468881
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	30008.3608462322
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	26401.8684002518
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	4726.8736476305
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	12416.7990242975
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	94154.6268079421
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	1667.7524777936
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	51249.6523362496
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	232885.2411778337
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	436.1632193643
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	150185.2141784473
UNINTEGRATED|g__Actinomyces.s__Actinomyces_odontolyticus	1557.6300425700
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	108467.1581748001
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	393563.0892070698
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	3046.5155287432
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	3678.5235247658
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	1873.0470089582
UNINTEGRATED|unclassified	2086745.6624614017
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	10415.1367941425
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	37915.9218894923
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	29000.3546538474
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	85108.5672130772
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	33129.4039576024
PWY-7219: adenosine ribonucleotides de novo biosynthesis	12502.8545188657
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	6096.0591775150
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1872.3226040836
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	1218.1720075147
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	1029.3613017972
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	869.9406295127
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	526.3847342854
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Treponema.s__Treponema_succinifaciens	316.2454017867
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	229.5244963801
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	75.1269365268
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	71.2198029768
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	59.5584051780
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	53.1521308154
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	52.0790446251
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	25.4095138096
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	25.0703485563
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	13.1815856957
