# Pathway	H16_Abundance
UNMAPPED	5744957.7456206791
UNINTEGRATED	4016902.4196974975
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	87294.7362210021
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	504649.9599646368
UNINTEGRATED|g__Butyrivibrio.s__Butyrivibrio_crossotus	15048.3578534947
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	2055.4218933654
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	21483.4925391917
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	661121.3078522157
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	11370.1912983291
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_ruminis	5727.5202199439
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	21135.0014310317
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	4778.9507361502
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	44955.2116241278
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	5693.9171441017
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_animalis	9046.2848735784
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	14593.6374503702
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	22851.3733772546
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	71105.3348398465
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	107239.5443656517
UNINTEGRATED|g__Neisseria.s__Neisseria_flavescens	1725.5625861464
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	9037.9498829981
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	1679.8955412330
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	46077.2539421219
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	94556.7426178720
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	72884.3652667412
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	24620.4247488446
UNINTEGRATED|g__Streptococcus.s__Streptococcus_infantarius	5549.9874407739
