# Pathway	H11_Abundance
UNMAPPED	4466198.9577050898
UNINTEGRATED	2335710.7774496078
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	18901.8992396227
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	6353.5449207565
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	775669.9338779298
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	924.8257440252
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	17115.2747368145
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	7379.6336843435
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	186698.0720065280
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	1552.1210973993
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	1811.4971766637
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	4837.2219626861
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	5609.9320407467
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	4025.9167514942
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	4349.5092246678
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	13462.7861580555
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	12588.2653703340
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	6927.2899966246
UNINTEGRATED|g__Mitsuokella.s__Mitsuokella_multacida	8123.6691237262
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	572.1033201053
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	2411.5667984729
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	37381.0453757222
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	2425.3922648355
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	39062.0517584408
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	17469.0589198686
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	663.9265879019
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	47165.4210809787
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ventriosum	3186.7499940754
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	7575.8472614814
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	3248.6061495961
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	236362.0615334921
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	2563.9399253905
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	3140.9612919267
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	3844.8158481308
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	1324.2459466026
UNINTEGRATED|unclassified	373746.5084731646
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	867.6137735442
UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	11029.5549176815
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	7082.1508498927
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	10168.5129301237
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	5119.4186274710
PWY-7219: adenosine ribonucleotides de novo biosynthesis	2560.3297854235
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	1116.0673269130
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	423.0083051486
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	250.8623568168
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	248.5175217123
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Treponema.s__Treponema_succinifaciens	87.1998668285
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	85.1633687074
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	65.6161204618
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Mitsuokella.s__Mitsuokella_multacida	23.1767152934
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_eutactus	20.8421983341
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	20.4824057673
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	20.4520591054
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA	19.1259932726
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	15.1483722028
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	14.5396100314
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_champanellensis	14.2083816437
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	13.7562457191
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	7.8028385626
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_siraeum	7.5125263572
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	7.0743170118
