# Pathway	H10_Abundance
UNMAPPED	14945870.1738807745
UNINTEGRATED	8686279.8541449383
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	61586.9089106224
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	25828.2371564445
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	2146905.0916372156
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	1315420.2310499859
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	3345.2307489444
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	112081.0033610483
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	11713.1997887765
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	661537.2826077887
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	22312.9277659252
UNINTEGRATED|g__Coprococcus.s__Coprococcus_sp_ART55_1	35563.7450846000
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_ruminis	3440.2882711727
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	11504.3631137677
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	23623.9902416782
UNINTEGRATED|unclassified	1619542.0242746130
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	24677.2141094455
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	49828.8267247291
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	87892.5855391306
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	9474.6030306507
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	1377.1353262328
UNINTEGRATED|g__Streptococcus.s__Streptococcus_australis	1383.0473956681
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	24452.2317844247
UNINTEGRATED|g__Mitsuokella.s__Mitsuokella_multacida	46943.0055210886
UNINTEGRATED|g__Lactococcus.s__Lactococcus_lactis	1755.1689558116
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	12210.6676187283
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	216636.2393648481
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	19558.0588664632
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	316337.7883647298
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	57405.2905958614
