# Pathway	H3_Abundance
UNMAPPED	5813992.3909906708
UNINTEGRATED	2530762.3839185708
UNINTEGRATED|g__Coprococcus.s__Coprococcus_sp_ART55_1	36719.8927200393
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	17415.8779289603
UNINTEGRATED|g__Butyrivibrio.s__Butyrivibrio_crossotus	295838.5933844182
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	2338.2055815850
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	13088.8081435736
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	20554.5547464998
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	8795.3724489102
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	18923.2341160105
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	447874.6854080444
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	77378.0905371989
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	30661.6395384074
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	14325.1554833964
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	6287.6189523263
UNINTEGRATED|unclassified	949236.7127215354
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	33754.5329882065
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	4962.1111348794
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	13551.2416131146
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	3177.8628644379
UNINTEGRATED|g__Coprococcus.s__Coprococcus_eutactus	23229.6113497602
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	6048.6148630800
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	984.5957635618
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	56774.7623099995
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	74480.9977213201
UNINTEGRATED|g__Rothia.s__Rothia_mucilaginosa	385.2891836257
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	13373.4698520750
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	3455.0917211051
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	380042.2425532170
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_flavefaciens	1265.7083109965
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_callidus	3086.2023468599
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	1744.2534923506
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	746.8864492390
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	1825.3305389857
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	2228.0293515850
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	14237.1279783346
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	32361.6761226604
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	20547.2038501535
PWY-7219: adenosine ribonucleotides de novo biosynthesis	5817.5923235666
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	2781.7469671956
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	769.5389172793
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	583.2531887623
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus	502.9841851987
