# Pathway	H24_Abundance
UNMAPPED	10514214.2049737014
UNINTEGRATED	5373092.8668285739
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	459717.4613770628
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	524504.2252011750
UNINTEGRATED|g__Haemophilus.s__Haemophilus_pittmaniae	8795.8662657435
UNINTEGRATED|g__Odoribacter.s__Odoribacter_splanchnicus	9958.8243219318
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	16021.2087590384
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	14335.5555995447
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	65266.2371046834
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	5180.4772518946
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1110112.2556820302
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	1024.9026518077
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	16118.2311335734
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	20710.9792013721
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	7259.7608588193
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	41573.9867478452
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	7852.3155115432
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	5311.1941934159
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	6868.7236572592
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	11997.2446317954
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	3101.0086410492
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	6634.8838424396
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	7585.4363114162
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	5481.7513616229
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	136779.2644757295
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	191960.8912957603
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	50900.8200310261
UNINTEGRATED|g__Eubacterium.s__Eubacterium_siraeum	16685.9632426538
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	14346.5372316827
UNINTEGRATED|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii	2527.1009025625
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	797779.7469007154
