# Pathway	H9_Abundance
UNMAPPED	3177032.0901982794
UNINTEGRATED	1414709.0159077856
UNINTEGRATED|g__Prevotella.s__Prevotella_timonensis	7120.2578096598
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	54575.6137144794
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	12705.0010766223
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	11899.1789052654
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	61478.2735455454
UNINTEGRATED|g__Prevotella.s__Prevotella_copri	144530.4830492919
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	11918.2349736742
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	894.6895739689
UNINTEGRATED|g__Oxalobacter.s__Oxalobacter_formigenes	122.4651125518
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	9778.7829644498
UNINTEGRATED|g__Prevotella.s__Prevotella_disiens	9302.2704979992
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	115193.7475238557
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	19310.9128945912
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	10193.1270272384
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	3343.7539434794
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_uenonis	1649.1913555513
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_gonidiaformans	3131.9724328219
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	8851.9299276622
UNINTEGRATED|g__Streptococcus.s__Streptococcus_australis	458.8667057910
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	6504.1444179432
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	715.8146065811
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	4217.2611828942
UNINTEGRATED|g__Porphyromonas.s__Porphyromonas_asaccharolytica	174.4781385502
UNINTEGRATED|g__Solobacterium.s__Solobacterium_moorei	2526.1114143558
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	222409.6632527428
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	3652.7906627680
UNINTEGRATED|g__Treponema.s__Treponema_succinifaciens	60026.0672470459
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	3316.6209596079
UNINTEGRATED|g__Peptoniphilus.s__Peptoniphilus_duerdenii	554.4156842988
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	761.6547920879
UNINTEGRATED|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	3491.5284189667
UNINTEGRATED|g__Gardnerella.s__Gardnerella_vaginalis	383.3799574615
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	9342.5195128630
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_champanellensis	597.6600039086
UNINTEGRATED|g__Methanobrevibacter.s__Methanobrevibacter_smithii	1252.3719612712
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	1124.4863771831
UNINTEGRATED|g__Peptoniphilus.s__Peptoniphilus_lacrimalis	1202.7461790393
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	686.6948312797
UNINTEGRATED|unclassified	450416.9412688278
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	2166.7073864194
UNINTEGRATED|g__Anaerococcus.s__Anaerococcus_vaginalis	197.9824584055
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	10488.6956333816
UNINTEGRATED|g__Clostridiales_noname.s__Clostridiales_genomosp_BVAB3	289.5471935461
UNINTEGRATED|g__Blautia.s__Ruminococcus_obeum	19172.5741554401
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	16719.8350999137
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_nucleatum	2122.8464196016
UNINTEGRATED|g__Dialister.s__Dialister_micraerophilus	142.0978669412
PWY-7219: adenosine ribonucleotides de novo biosynthesis	2843.7416874563
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	1427.3318283578
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale	431.0209304600
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri	287.8187612583
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Treponema.s__Treponema_succinifaciens	126.2380833894
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	124.9045537902
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	56.2075024920
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	55.2157010852
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	37.3523888645
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea	24.5290907778
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	14.4970787437
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	13.3011366739
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	11.5387886391
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme	11.5337652919
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	9.2278378624
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	9.0137136558
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Porphyromonas.s__Porphyromonas_uenonis	6.9595133278
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_disiens	6.5488676853
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_timonensis	6.1151902183
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	5.6578096015
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Fusobacterium.s__Fusobacterium_nucleatum	4.9393788850
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_parasanguinis	4.6905692461
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Fusobacterium.s__Fusobacterium_gonidiaformans	4.2684820252
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	3.5219650696
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	3.2244841137
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	2.7052585825
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	2.6184780412
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	2.2732854635
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_ramulus	2.2303669977
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	1.7933979313
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	1.4456058540
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai	1.3256878292
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	1.3234163808
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	1.2891591484
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_micraerophilus	1.0186098863
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	2104.7570277727
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	785.0764285575
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_rectale	422.9818988654
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Treponema.s__Treponema_succinifaciens	184.3010732139
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	182.5739918842
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Ruminococcus.s__Ruminococcus_bromii	25.0855995386
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli	22.2323761906
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Blautia.s__Ruminococcus_obeum	7.3739703631
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_vulgatus	6.7637642596
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Dorea.s__Dorea_longicatena	5.9161158570
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Desulfovibrio.s__Desulfovibrio_piger	4.6872050636
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Dorea.s__Dorea_formicigenerans	3.7078722687
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	3.3032049845
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Coprococcus.s__Coprococcus_catus	2.5109159429
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_ovatus	1.2351688862
PWY-7111: pyruvate fermentation to isobutanol (engineered)	2104.7570277727
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	785.0764285575
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_rectale	470.5252723489
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Treponema.s__Treponema_succinifaciens	184.3010732139
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	182.5739918842
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	37.2298124655
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_bromii	25.0855995386
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_obeum	8.9829555704
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	7.5671920603
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Blautia.s__Ruminococcus_torques	7.4646134130
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_vulgatus	6.7660914219
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_intestinalis	6.2171315589
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_longicatena	5.6783335404
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Desulfovibrio.s__Desulfovibrio_piger	4.9196347947
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Catenibacterium.s__Catenibacterium_mitsuokai	4.8427173833
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_parasanguinis	4.7142363313
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Dorea.s__Dorea_formicigenerans	4.4605247704
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	3.3032049845
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_hominis	2.9356361232
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_catus	2.6312662592
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Coprococcus.s__Coprococcus_comes	2.1215918312
